-0.78504101414538,0.1,0.1
-0.79124555298232,0.1,0.11
-0.79626566170702,0.1,0.12
-0.80017167871848,0.1,0.13
-0.80301903843031,0.1,0.14
-0.80484847055171,0.1,0.15
-0.8056862637195,0.1,0.16
-0.80554448437333,0.1,0.17
-0.80442108937783,0.1,0.18
-0.80229990642746,0.1,0.19
-0.79915048653216,0.1,0.2
-0.79492786402351,0.1,0.21
-0.78957229780629,0.1,0.22
-0.78300912014778,0.1,0.23
-0.77514889487387,0.1,0.24
-0.76588819624117,0.1,0.25
-0.75511147578163,0.1,0.26
-0.74269470030676,0.1,0.27
-0.72851172897876,0.1,0.28
-0.71244474477811,0.1,0.29
-0.69440042304636,0.1,0.3
-0.67433378979618,0.1,0.31
-0.65228164660503,0.1,0.32
-0.6284065728962,0.1,0.33
-0.60305019727043,0.1,0.34
-0.57678991429122,0.1,0.35
-0.55048619186638,0.1,0.36
-0.5252992090173,0.1,0.37
-0.50264771071797,0.1,0.38
-0.48408668819041,0.1,0.39
-0.47110085908456,0.1,0.4
-0.46484752323744,0.1,0.41
-0.46591996343748,0.1,0.42
-0.47421474480539,0.1,0.43
-0.48895538842064,0.1,0.44
-0.50886278923953,0.1,0.45
-0.53240656248057,0.1,0.46
-0.55805341170313,0.1,0.47
-0.58445085955581,0.1,0.48
-0.61052446316578,0.1,0.49
-0.6354993702639,0.1,0.5
-0.65887214830414,0.1,0.51
-0.68035893214321,0.1,0.52
-0.69983873855262,0.1,0.53
-0.71730253050014,0.1,0.54
-0.73281228458501,0.1,0.55
-0.74647050276813,0.1,0.56
-0.7583987900269,0.1,0.57
-0.7687235417296,0.1,0.58
-0.77756684488107,0.1,0.59
-0.78504101414538,0.1,0.6
-0.79124555298232,0.1,0.61
-0.79626566170702,0.1,0.62
-0.80017167871848,0.1,0.63
-0.80301903843031,0.1,0.64
-0.80484847055171,0.1,0.65
-0.8056862637195,0.1,0.66
-0.80554448437333,0.1,0.67
-0.80442108937783,0.1,0.68
-0.80229990642746,0.1,0.69
-0.79915048653216,0.1,0.7
-0.79492786402351,0.1,0.71
-0.78957229780629,0.1,0.72
-0.78300912014778,0.1,0.73
-0.77514889487387,0.1,0.74
-0.76588819624117,0.1,0.75
-0.75511147578163,0.1,0.76
-0.74269470030676,0.1,0.77
-0.72851172897876,0.1,0.78
-0.71244474477811,0.1,0.79
-0.69440042304636,0.1,0.8
-0.67433378979618,0.1,0.81
-0.65228164660503,0.1,0.82
-0.6284065728962,0.1,0.83
-0.60305019727043,0.1,0.84
-0.57678991429122,0.1,0.85
-0.55048619186638,0.1,0.86
-0.5252992090173,0.1,0.87
-0.50264771071796,0.1,0.88
-0.48408668819041,0.1,0.89
-0.47110085908456,0.1,0.9
-0.46484752323744,0.1,0.91
-0.46591996343748,0.1,0.92
-0.47421474480539,0.1,0.93
-0.48895538842064,0.1,0.94
-0.50886278923953,0.1,0.95
-0.53240656248058,0.1,0.96
-0.55805341170313,0.1,0.97
-0.58445085955581,0.1,0.98
-0.61052446316579,0.1,0.99
-0.78495882319777,0.11,0.1
-0.79073793242388,0.11,0.11
-0.79536385488679,0.11,0.12
-0.79889975863602,0.11,0.13
-0.80139454987536,0.11,0.14
-0.80288301036934,0.11,0.15
-0.80338598679367,0.11,0.16
-0.80291053826034,0.11,0.17
-0.80144999181694,0.11,0.18
-0.79898388991185,0.11,0.19
-0.79547784494514,0.11,0.2
-0.79088335004786,0.11,0.21
-0.78513763844424,0.11,0.22
-0.77816374344602,0.11,0.23
-0.76987099614188,0.11,0.24
-0.76015631874173,0.11,0.25
-0.74890683990103,0.11,0.26
-0.73600458413238,0.11,0.27
-0.72133427232947,0.11,0.28
-0.70479559427173,0.11,0.29
-0.68632160940974,0.11,0.3
-0.66590504424817,0.11,0.31
-0.64363388708054,0.11,0.32
-0.6197363524798,0.11,0.33
-0.59463236513145,0.11,0.34
-0.56898365308746,0.11,0.35
-0.54372752478716,0.11,0.36
-0.52007238598676,0.11,0.37
-0.49943068614931,0.11,0.38
-0.48327389613073,0.11,0.39
-0.47291865687243,0.11,0.4
-0.46928833290921,0.11,0.41
-0.47272173090143,0.11,0.42
-0.48289821983414,0.11,0.43
-0.49890865653425,0.11,0.44
-0.51944423535634,0.11,0.45
-0.54303466485611,0.11,0.46
-0.56826348296793,0.11,0.47
-0.59391528935669,0.11,0.48
-0.61904485749007,0.11,0.49
-0.64298305336611,0.11,0.5
-0.66530380648354,0.11,0.51
-0.68577423544847,0.11,0.52
-0.70430306611568,0.11,0.53
-0.72089542655724,0.11,0.54
-0.73561698063668,0.11,0.55
-0.74856738502269,0.11,0.56
-0.7598616903865,0.11,0.57
-0.76961792044623,0.11,0.58
-0.77794916589799,0.11,0.59
-0.78495882319777,0.11,0.6
-0.79073793242388,0.11,0.61
-0.7953638548868,0.11,0.62
-0.79889975863602,0.11,0.63
-0.80139454987536,0.11,0.64
-0.80288301036934,0.11,0.65
-0.80338598679367,0.11,0.66
-0.80291053826034,0.11,0.67
-0.80144999181694,0.11,0.68
-0.79898388991185,0.11,0.69
-0.79547784494514,0.11,0.7
-0.79088335004785,0.11,0.71
-0.78513763844424,0.11,0.72
-0.77816374344602,0.11,0.73
-0.76987099614188,0.11,0.74
-0.76015631874173,0.11,0.75
-0.74890683990103,0.11,0.76
-0.73600458413238,0.11,0.77
-0.72133427232947,0.11,0.78
-0.70479559427172,0.11,0.79
-0.68632160940974,0.11,0.8
-0.66590504424817,0.11,0.81
-0.64363388708054,0.11,0.82
-0.6197363524798,0.11,0.83
-0.59463236513145,0.11,0.84
-0.56898365308746,0.11,0.85
-0.54372752478716,0.11,0.86
-0.52007238598676,0.11,0.87
-0.49943068614931,0.11,0.88
-0.48327389613073,0.11,0.89
-0.47291865687243,0.11,0.9
-0.46928833290921,0.11,0.91
